כתובת,"מ""ר",תאריך עסקה,מחיר,גוש/חלקה/תת-חלקה,סוג נכס,חדרים,קומה,שנת בנייה,"מחיר למ""ר",קומות במבנה
דובנוב 24,60.3,07/01/2021,"815,000 ₪",11196-83-6,דירה בבית קומות,3,שלישית,1970,"13,516 ₪",4
יהודה בורלא 23,94.8,07/01/2021,"980,000 ₪",11194-357-3,דירה בבית קומות,4,ראשונה ושניה,1970,"10,426 ₪",9
יהודה בורלא 23,94.8,14/10/2012,"820,000 ₪",11194-357-3,דירה בבית קומות,4,ראשונה ושניה,1970,"10,426 ₪",9
יהודה בורלא 23,94.8,28/12/2008,"540,000 ₪",11194-357-3,דירה בבית קומות,4,ראשונה ושניה,1970,"10,426 ₪",9
יהודה בורלא 23,94.8,27/03/2008,"417,000 ₪",11194-357-3,דירה בבית קומות,4,ראשונה ושניה,1970,"10,426 ₪",9
ללא כתובת,70,03/01/2021,"1,240,000 ₪",11196-12-30,דירה בבית קומות,3,רביעית,0,"17,714 ₪",0
יהודה בורלא 28,59.8,30/12/2020,"1,030,000 ₪",11194-358-11,דירה בבית קומות,3,רביעית,1970,"17,458 ₪",7
יהודה בורלא 28,59.8,03/09/2013,"780,000 ₪",11194-358-11,דירה בבית קומות,3,רביעית,1970,"17,458 ₪",7
זלמן שניאור 1,123,29/12/2020,"1,700,000 ₪",11196-26-27,דירה בבית קומות,5,שישית,2018,"13,821 ₪",6
ללא כתובת,86,28/12/2020,"1,300,000 ₪",11196-16-54,דירה בבית קומות,3,שלישית,0,"15,116 ₪",0
אינרנשויונל 24,50,27/12/2020,"1,015,000 ₪",11196-20-15,דירה בבית קומות,3,שלישית,1960,"20,300 ₪",3
אינרנשויונל 24,50,22/04/2012,"560,000 ₪",11196-20-15,דירה בבית קומות,3,שלישית,1960,"20,300 ₪",3
טרומפלדור 54,247.8,24/12/2020,"5,250,000 ₪",11200-304-28,חנות,לא ידוע,קרקע,1960,"21,255 ₪",2
טרומפלדור 54,247.8,27/03/2006,"2,069,000 ₪",11200-304-28,חנות,לא ידוע,קרקע,1960,"21,255 ₪",2
דובנוב 28,79.5,23/12/2020,"1,010,000 ₪",11196-82-35,דירה בבית קומות,4,חמישית,1970,"12,785 ₪",5
דובנוב 28,79.5,14/03/2013,"670,000 ₪",11196-82-35,דירה בבית קומות,4,חמישית,1970,"12,785 ₪",5
יהודה בורלא 24,63.1,22/12/2020,"978,000 ₪",11194-330-22,דירה בבית קומות,3,חמישית,1970,"15,524 ₪",6
יהודה בורלא 24,63.1,07/11/2019,"820,000 ₪",11194-330-22,דירה בבית קומות,3,חמישית,1970,"15,524 ₪",6
יהודה בורלא 13,70.5,21/12/2020,"1,080,000 ₪",11194-345-22,דירה בבית קומות,4,שביעית,1970,"15,429 ₪",8
יהודה בורלא 13,70.5,27/01/2016,"1,090,000 ₪",11194-345-22,דירה בבית קומות,4,שביעית,1970,"15,429 ₪",8
יהודה בורלא 13,70.5,07/02/2001,"519,000 ₪",11194-345-22,דירה בבית קומות,4,שביעית,1970,"15,429 ₪",8
דובנוב 7,62,16/12/2020,"860,000 ₪",11196-80-27,דירת גן,3,שישית,1960,"13,871 ₪",6
דובנוב 7,62,31/05/2006,"420,000 ₪",11196-80-27,דירת גן,3,שישית,1960,"13,871 ₪",6
זלמן שניאור 14,42.34,15/12/2020,"740,000 ₪",11194-267-10,דירה בבית קומות,2,שביעית,1970,"17,619 ₪",7
זלמן שניאור 14,42.34,20/01/2008,"300,000 ₪",11194-267-10,דירה בבית קומות,2,שביעית,1970,"17,619 ₪",7
זלמן שניאור 14,42.34,26/05/1998,"363,000 ₪",11194-267-10,דירה בבית קומות,2,שביעית,1970,"17,619 ₪",7
חנקין 25,102,15/12/2020,"1,520,000 ₪",11200-208-3,דירה בבית קומות,4,ראשונה,1950,"14,902 ₪",2
ללא כתובת,84,14/12/2020,"1,330,000 ₪",11196-12-31,דירה בבית קומות,4,חמישית,0,"15,833 ₪",0
זלמן שניאור 28,47.27,14/12/2020,"830,000 ₪",11194-296-21,דירה בבית קומות,3,קרקע,1960,"17,559 ₪",4
גורדון 25,60,13/12/2020,"745,000 ₪",11200-114-5,דירת גן,3,ראשונה,1950,"12,417 ₪",2
זלמן שניאור 15,46.5,10/12/2020,"1,320,000 ₪",11194-138-10,דירה בבית קומות,3,שניה,1960,"28,696 ₪",3
זלמן שניאור 15,46.5,13/08/2020,"1,610,000 ₪",11194-138-10,דירה בבית קומות,3,שניה,1960,"28,696 ₪",3
דובנוב 8,60.3,09/12/2020,"977,000 ₪",11196-85-19,דירה בבית קומות,3,שניה,1970,"16,283 ₪",4
דובנוב 8,60.3,27/05/2019,"287,000 ₪",11196-85-19,דירה בבית קומות,3,שניה,1970,"16,283 ₪",4
חביבה 68,81,09/12/2020,"1,180,000 ₪",11196-13-55,דירה בבית קומות,3,שלישית,2015,"14,568 ₪",0
ללא כתובת,73,07/12/2020,"1,260,000 ₪",11196-16-53,דירה בבית קומות,3,שלישית,0,"17,260 ₪",0
ללא כתובת,74,06/12/2020,"1,150,000 ₪",11196-15-50,דירה בבית קומות,3,שלישית,0,"15,541 ₪",0
זלמן שניאור 18,56.78,03/12/2020,"825,000 ₪",11194-269-8,דירה בבית קומות,3,שישית,1960,"14,732 ₪",6
זלמן שניאור 18,56.78,04/11/2002,"408,000 ₪",11194-269-8,דירה בבית קומות,3,שישית,1960,"14,732 ₪",6
חביבה 76,84,30/11/2020,"1,440,000 ₪",11196-156-1,דירה בבית קומות,4,שלישית,2019,"17,143 ₪",5
ללא כתובת,100,30/11/2020,"1,520,000 ₪",11196-12-32,דירה בבית קומות,4,תשיעית,0,"15,200 ₪",0
זלמן שניאור 1,102,26/11/2020,"2,185,000 ₪",11196-26-26,דירה בבית קומות,6,ראשונה,2018,"21,422 ₪",6
יחזקאל 3,50,23/11/2020,"1,100,000 ₪",11200-193-7,דירה בבית קומות,2,שניה,1950,"22,000 ₪",2
