כתובת,"מ""ר",תאריך עסקה,מחיר,גוש/חלקה/תת-חלקה,סוג נכס,חדרים,קומה,שנת בנייה,"מחיר למ""ר",קומות במבנה
אהבת ישראל 6,120,28/10/2014,"1,100,000 ₪",11188-1-2,דירה בבית קומות,5,תשיעית,2000,"9,167 ₪",8
הרב קניאל 11,83.1,18/09/2014,"860,000 ₪",10870-98-61,דירה בבית קומות,4,עשירית,1970,"10,349 ₪",22
רופין 1,250,28/07/2014,"1,170,000 ₪",11188-15-2,בניני ציבור,לא ידוע,לא ידוע,1957,"4,680 ₪",0
רופין 1,250,28/07/2014,"739,000 ₪",11188-15-1,בניני ציבור,לא ידוע,לא ידוע,1957,"2,956 ₪",0
אהבת ישראל 10,75.05,14/07/2014,"679,000 ₪",11188-128-10,דירה בבית קומות,3,חמישית,2000,"9,047 ₪",8
ללא כתובת,52.4,10/07/2014,"720,000 ₪",10867-122-7,דירה בבית קומות,2.5,שניה,0,"13,846 ₪",0
ללא כתובת,52.4,07/06/2005,"312,000 ₪",10867-122-7,דירה בבית קומות,2.5,שניה,0,"13,846 ₪",0
אהבת ישראל 10,71.62,04/05/2014,"820,000 ₪",11188-128-9,דירה בבית קומות,3,רביעית,2000,"11,449 ₪",8
הרב קניאל 1,80,29/04/2014,"1,010,000 ₪",10870-99-18,דירה בבית קומות,4,ראשונה,1970,"12,625 ₪",4
ללא כתובת,52,02/04/2014,"391,000 ₪",10907-40-5,דירה בבית קומות,2,שניה,0,"7,519 ₪",0
הרב קניאל 11,67.8,20/02/2014,"740,000 ₪",10870-98-59,דירה בבית קומות,3,עשירית,1970,"10,914 ₪",22
ללא כתובת,40,12/01/2014,"380,000 ₪",10907-40-6,דירה בבית קומות,2,שניה,0,"9,500 ₪",0
מיכאל 43,70,29/10/2013,"645,000 ₪",10907-39-11,דירה בבית קומות,3,שניה,1935,"9,214 ₪",2
