כתובת,"מ""ר",תאריך עסקה,מחיר,גוש/חלקה/תת-חלקה,סוג נכס,חדרים,קומה,שנת בנייה,"מחיר למ""ר",קומות במבנה
שימקין 34,93.12,31/01/2008,"680,000 ₪",10797-79-6,דירה בבית קומות,4,שלישית,1978,"15,591 ₪",3
שימקין 34,93.12,18/04/2001,"817,000 ₪",10797-79-6,דירה בבית קומות,4,שלישית,1978,"15,591 ₪",3
ליונל ווטסון 11,88,13/03/2024,"3,500,000 ₪",10797-54-4,דירה בבית קומות,5,שניה,2023,"39,773 ₪",2
ליונל ווטסון 9,138,03/03/2024,"3,250,000 ₪",10797-53-11,דירה בבית קומות,6,קומה 0,1960,"23,551 ₪",4
משה סורוקה 8,90.9,27/02/2024,"1,875,000 ₪",10797-58-7,דירה בבית קומות,4,שלישית,1970,"20,627 ₪",3
חורב 64,81,05/02/2024,"1,955,000 ₪",10785-86-1,דירה בבית קומות,4,קרקע,1950,"24,136 ₪",4
חורב 64,81,22/11/2004,"711,000 ₪",10785-86-1,דירה בבית קומות,4,קרקע,1950,"24,136 ₪",4
היסמין 2,110.42,04/02/2024,"1,700,000 ₪",10796-157-67,דירה בבית קומות,4,שביעית,1980,"15,396 ₪",21
ליונל ווטסון 11,87.4,01/02/2024,"3,400,000 ₪",10797-54-9,דירה בבית קומות,5,שלישית,2023,"39,080 ₪",3
ליונל ווטסון 11,87.4,06/09/2023,"13,051,000 ₪",10797-54-9,דירה בבית קומות,5,שלישית,2023,"39,080 ₪",3
אידר 47,89.9,30/01/2024,"1,780,000 ₪",10797-103-4,דירה בבית קומות,4,שניה,1970,"20,000 ₪",3
אידר 47,89.9,07/11/2018,"1,372,000 ₪",10797-103-4,דירה בבית קומות,4,שניה,1970,"20,000 ₪",3
הרב אסף דוד 10,146.02,26/01/2024,"3,100,000 ₪",10796-72-8,דירה בבית קומות,6,קרקע מפולשת,1980,"21,233 ₪",4
הרב אסף דוד 10,146.02,23/08/1998,"1,133,000 ₪",10796-72-8,דירה בבית קומות,6,קרקע מפולשת,1980,"21,233 ₪",4
ליונל ווטסון 12,99.5,18/01/2024,"2,830,000 ₪",10797-37-3,דירה בבית קומות,5,שניה,1980,"28,586 ₪",6
ליונל ווטסון 12,99.5,03/05/2010,"2,100,000 ₪",10797-37-3,דירה בבית קומות,5,שניה,1980,"28,586 ₪",6
ליונל ווטסון 12,99.5,01/06/2003,"1,395,000 ₪",10797-37-3,דירה בבית קומות,5,שניה,1980,"28,586 ₪",6
משה סורוקה 19,158.7,17/01/2024,"3,600,000 ₪",10797-65-3,דירה בבית קומות,6,שניה,1980,"22,785 ₪",4
משה סורוקה 19,158.7,08/12/2011,"1,985,000 ₪",10797-65-3,דירה בבית קומות,6,שניה,1980,"22,785 ₪",4
אידר 47,92.85,17/01/2024,"1,850,000 ₪",10797-103-3,דירה בבית קומות,4,שניה,1970,"19,925 ₪",3
היסמין 2,96.94,18/12/2023,"1,835,000 ₪",10796-157-84,דירה בבית קומות,4,אחת עשרה,1980,"19,115 ₪",21
היסמין 2,96.94,19/05/1999,"879,000 ₪",10796-157-84,דירה בבית קומות,4,אחת עשרה,1980,"19,115 ₪",21
אידר 60,84.9,13/12/2023,"2,138,000 ₪",10797-158-3,דירה בבית קומות,4,ראשונה,1984,"25,452 ₪",3
אידר 60,84.9,23/06/2013,"1,500,000 ₪",10797-158-3,דירה בבית קומות,4,ראשונה,1984,"25,452 ₪",3
אידר 60,84.9,15/05/2006,"930,000 ₪",10797-158-3,דירה בבית קומות,4,ראשונה,1984,"25,452 ₪",3
אידר 44,92.8,23/11/2023,"1,730,000 ₪",10795-2-9,דירה בבית קומות,4,ראשונה,1970,"18,804 ₪",3
אידר 44,92.8,20/09/2018,"1,570,000 ₪",10795-2-9,דירה בבית קומות,4,ראשונה,1970,"18,804 ₪",3
ליונל ווטסון 9,98.5,21/11/2023,"2,200,000 ₪",10797-53-1,דירה בבית קומות,5,ראשונה,1960,"22,449 ₪",4
ליונל ווטסון 9,98.5,02/07/2015,"1,765,000 ₪",10797-53-1,דירה בבית קומות,5,ראשונה,1960,"22,449 ₪",4
אידר 56,88.2,06/11/2023,"1,660,000 ₪",10797-156-5,דירה בבית קומות,4,שניה,1982,"18,821 ₪",3
ללא כתובת,1005,28/09/2023,"1,955,000 ₪",10680-94-1,קרקע למגורים,לא ידוע,לא ידוע,0,"1,945 ₪",0
שימקין 5,110.9,27/09/2023,"2,120,000 ₪",10797-15-5,דירה בבית קומות,5,שלישית,1995,"19,273 ₪",4
שימקין 5,110.9,25/11/2009,"1,446,000 ₪",10797-15-5,דירה בבית קומות,5,שלישית,1995,"19,273 ₪",4
שימקין 1,97.79,22/09/2023,"2,080,000 ₪",10797-149-27,דירה בבית קומות,4,רביעית,1980,"21,443 ₪",4
שימקין 1,97.79,18/10/2020,"1,375,000 ₪",10797-149-27,דירה בבית קומות,4,רביעית,1980,"21,443 ₪",4
שימקין 1,97.79,19/08/2003,"929,000 ₪",10797-149-27,דירה בבית קומות,4,רביעית,1980,"21,443 ₪",4
ללא כתובת,968,10/09/2023,"4,500,000 ₪",10682-11-1,קרקע למגורים,לא ידוע,לא ידוע,0,"4,649 ₪",0
ליונל ווטסון 11,87.6,06/09/2023,"1,299,000 ₪",10797-54-5,קומבינציה,לא ידוע,ראשונה,2023,"14,829 ₪",3
ליונל ווטסון 11,86.7,06/09/2023,"1,310,000 ₪",10797-54-6,קומבינציה,לא ידוע,ראשונה,2023,"15,110 ₪",3
ללא כתובת,1010,05/09/2023,"2,375,000 ₪",10680-77-1,קרקע למגורים,לא ידוע,לא ידוע,0,"2,351 ₪",0
משה סורוקה 29,82.3,08/08/2023,"1,618,000 ₪",10797-70-7,דירה בבית קומות,4,שלישית,1970,"19,732 ₪",3
משה סורוקה 29,82.3,02/08/2018,"1,300,000 ₪",10797-70-7,דירה בבית קומות,4,שלישית,1970,"19,732 ₪",3
משה סורוקה 29,82.3,17/03/2005,"668,000 ₪",10797-70-7,דירה בבית קומות,4,שלישית,1970,"19,732 ₪",3
אברהם קריב 5,125.9,26/07/2023,"2,420,000 ₪",10797-20-1,דירה בבית קומות,5,"קרקע,ראשנה,שניה",1970,"19,360 ₪",3
אברהם קריב 5,125.9,29/07/2004,"1,086,000 ₪",10797-20-1,דירה בבית קומות,5,"קרקע,ראשנה,שניה",1970,"19,360 ₪",3
אידר 51,87.6,23/07/2023,"1,765,000 ₪",10797-105-1,דירה בבית קומות,4,ראשונה,1980,"20,287 ₪",3
אידר 51,87.6,14/01/2015,"1,450,000 ₪",10797-105-1,דירה בבית קומות,4,ראשונה,1980,"20,287 ₪",3
אידר 51,87.6,01/07/2014,"1,350,000 ₪",10797-105-1,דירה בבית קומות,4,ראשונה,1980,"20,287 ₪",3
אידר 51,87.6,26/01/2007,"821,000 ₪",10797-105-1,דירה בבית קומות,4,ראשונה,1980,"20,287 ₪",3
אידר 51,87.6,29/09/2002,"850,000 ₪",10797-105-1,דירה בבית קומות,4,ראשונה,1980,"20,287 ₪",3
ליונל ווטסון 22,100.05,20/07/2023,"2,050,000 ₪",10797-32-6,דירה בבית קומות,5,שניה,1980,"20,500 ₪",3
ליונל ווטסון 22,100.05,05/01/2009,"850,000 ₪",10797-32-6,דירה בבית קומות,5,שניה,1980,"20,500 ₪",3
אידר 37,64.6,18/07/2023,"1,480,000 ₪",10797-98-2,דירה בבית קומות,3,קרקע,1940,"22,910 ₪",2
בני ברית 14,109.16,10/07/2023,"2,815,000 ₪",10796-94-3,דירה בבית קומות,5,שלישית,1970,"25,788 ₪",2
אידר 50,99.4,09/07/2023,"2,250,000 ₪",10795-5-7,דירה בבית קומות,4,ראשונה,1970,"22,727 ₪",3
אידר 50,99.4,30/01/2018,"1,970,000 ₪",10795-5-7,דירה בבית קומות,4,ראשונה,1970,"22,727 ₪",3
אידר 50,99.4,29/04/2015,"1,480,000 ₪",10795-5-7,דירה בבית קומות,4,ראשונה,1970,"22,727 ₪",3
משה סורוקה 17,116.36,03/07/2023,"2,600,000 ₪",10797-64-3,דירה בבית קומות,4,ראשונה,1970,"22,414 ₪",3
משה סורוקה 17,116.36,25/07/2010,"1,500,000 ₪",10797-64-3,דירה בבית קומות,4,ראשונה,1970,"22,414 ₪",3
