כתובת,"מ""ר",תאריך עסקה,מחיר,גוש/חלקה/תת-חלקה,סוג נכס,חדרים,קומה,שנת בנייה,"מחיר למ""ר",קומות במבנה
יוברט המפרי 23,85,29/03/2022,"1,876,000 ₪",11673-7-6,דירת גג,4,רביעית,2022,"22,071 ₪",0
התורן 6,61.24,27/03/2022,"1,200,000 ₪",11672-25-16,דירה בבית קומות,3,רביעית,1960,"19,595 ₪",4
התורן 40,63.7,08/03/2022,"1,100,000 ₪",11672-12-19,דירת גן,3,שלישית,1960,"17,268 ₪",3
התורן 34,63.7,27/02/2022,"850,000 ₪",11672-14-8,דירה בבית קומות,3,שלישית,1950,"13,344 ₪",3
גנרל קניג פייר 1,83.8,03/01/2022,"1,100,000 ₪",10906-301-11,דירה בבית קומות,4,רביעית,1998,"13,126 ₪",8
יאיר שטרן 23,47.9,26/12/2021,"423,000 ₪",10802-161-7,דירה בבית קומות,2,שניה,1960,"8,831 ₪",4
יוברט המפרי 23,82,28/11/2021,"2,059,000 ₪",11673-7-7,מגורים,לא ידוע,לא ידוע,0,"25,110 ₪",0
התורן 26,61.24,23/11/2021,"1,075,000 ₪",11672-17-13,דירה בבית קומות,2,שלישית,1950,"17,554 ₪",4
העוגן 27,130,23/08/2021,"3,000,000 ₪",10802-48-1,קרקע למגורים,לא ידוע,לא ידוע,0,"23,077 ₪",0
התורן 16,63.7,13/08/2021,"950,000 ₪",11672-20-11,דירה בבית קומות,3,שניה,1950,"15,079 ₪",3
