כתובת,"מ""ר",תאריך עסקה,מחיר,גוש/חלקה/תת-חלקה,סוג נכס,חדרים,קומה,שנת בנייה,"מחיר למ""ר",קומות במבנה
בן ציון ישראלי 50,84,09/11/2021,"800,000 ₪",11567-232-1,דירה בבית קומות,4,ראשונה,1950,"9,524 ₪",1
"מח""ל 5",51.48,08/11/2021,"760,000 ₪",11567-638-11,דירה בבית קומות,3,רביעית,1960,"14,902 ₪",4
"מח""ל 5",51.48,25/08/2014,"402,000 ₪",11567-638-11,דירה בבית קומות,3,רביעית,1960,"14,902 ₪",4
"מח""ל 5",51.48,06/07/2012,"403,000 ₪",11567-638-11,דירה בבית קומות,3,רביעית,1960,"14,902 ₪",4
ורבורג 1,37.5,08/11/2021,"735,000 ₪",11572-205-6,דירה בבית קומות,2,שלישית,1960,"19,865 ₪",4
ורבורג 1,37.5,27/08/2019,"450,000 ₪",11572-205-6,דירה בבית קומות,2,שלישית,1960,"19,865 ₪",4
שדה בוקר 7,60.6,07/11/2021,"870,000 ₪",11567-667-6,דירה בבית קומות,3,שלישית,1970,"14,356 ₪",4
דגניה 62,39.4,07/11/2021,"660,000 ₪",11567-540-25,דירה בבית קומות,2,ראשונה,1960,"16,751 ₪",4
ורבורג 9,47,04/11/2021,"730,000 ₪",11572-212-9,דירה בבית קומות,3,ראשונה,1960,"15,532 ₪",4
ורבורג 9,47,10/03/2016,"690,000 ₪",11572-212-9,דירה בבית קומות,3,ראשונה,1960,"15,532 ₪",4
ורבורג 9,47,29/10/2004,"330,000 ₪",11572-212-9,דירה בבית קומות,3,ראשונה,1960,"15,532 ₪",4
ורבורג 9,47,09/08/2000,"296,000 ₪",11572-212-9,דירה בבית קומות,3,ראשונה,1960,"15,532 ₪",4
ורבורג 9,47,04/11/2021,חלק נמכר,11572-212-9,דירה בבית קומות,3,ראשונה,1960,"15,532 ₪",4
ורבורג 9,47,מחיר,1,11572-212-9,דירה בבית קומות,3,ראשונה,1960,"15,532 ₪",4
ורבורג 9,47,50%,"365,000 ₪",11572-212-9,דירה בבית קומות,3,ראשונה,1960,"15,532 ₪",4
ורבורג 9,47,2,50%,11572-212-9,דירה בבית קומות,3,ראשונה,1960,"15,532 ₪",4
ורבורג 9,47,"365,000 ₪","730,000 ₪",11572-212-9,דירה בבית קומות,3,ראשונה,1960,"15,532 ₪",4
משמר העמק 12,51.55,03/11/2021,"895,000 ₪",11567-619-3,דירה בבית קומות,2,ראשונה,1960,"17,549 ₪",1
משמר העמק 12,51.55,22/09/2013,"540,000 ₪",11567-619-3,דירה בבית קומות,2,ראשונה,1960,"17,549 ₪",1
משמר העמק 12,51.55,19/09/2007,"247,000 ₪",11567-619-3,דירה בבית קומות,2,ראשונה,1960,"17,549 ₪",1
אנה פרנק 29,72.9,03/11/2021,"760,000 ₪",11572-80-11,דירה בבית קומות,4,שלישית,1970,"10,556 ₪",3
אנה פרנק 29,72.94,01/11/2021,"770,000 ₪",11572-80-10,דירה בבית קומות,4,שלישית,1970,"10,557 ₪",3
דגניה 75,38.9,31/10/2021,"970,000 ₪",11567-546-22,דירה בבית קומות,2,שלישית,1960,"24,936 ₪",4
דגניה 52,37,31/10/2021,"500,000 ₪",11567-542-32,דירה בבית קומות,2,שלישית,1960,"13,514 ₪",3
דגניה 52,37,18/02/2014,"420,000 ₪",11567-542-32,דירה בבית קומות,2,שלישית,1960,"13,514 ₪",3
אנה פרנק 29,72.64,27/10/2021,"785,000 ₪",11572-80-12,דירה בבית קומות,4,שלישית,1970,"10,903 ₪",3
אנה פרנק 29,72.64,24/07/2013,"660,000 ₪",11572-80-12,דירה בבית קומות,4,שלישית,1970,"10,903 ₪",3
אנה פרנק 29,72.64,17/01/2011,"460,000 ₪",11572-80-12,דירה בבית קומות,4,שלישית,1970,"10,903 ₪",3
"מח""ל 7",43.4,27/10/2021,"650,000 ₪",11567-639-23,דירה בבית קומות,3,רביעית,1960,"15,116 ₪",4
"מח""ל 7",43.4,13/11/1998,"293,000 ₪",11567-639-23,דירה בבית קומות,3,רביעית,1960,"15,116 ₪",4
"מח""ל 33",42,26/10/2021,"855,000 ₪",11567-597-5,דירה בבית קומות,3,שלישית,1960,"20,357 ₪",4
"מח""ל 33",42,06/01/2009,"220,000 ₪",11567-597-5,דירה בבית קומות,3,שלישית,1960,"20,357 ₪",4
אברבנאל 19,100,26/10/2021,"820,000 ₪",11572-191-7,דירה בבית קומות,4,שניה,1960,"8,200 ₪",2
חרב לאת 69,90,20/10/2021,"1,438,000 ₪",11567-421-3,דירה בבית קומות,4,ראשונה,1950,"15,978 ₪",1
דגניה 73,40.32,19/10/2021,"930,000 ₪",11567-547-10,דירה בבית קומות,2,ראשונה,1960,"23,250 ₪",4
דגניה 73,40.32,03/04/2019,"297,000 ₪",11567-547-10,דירה בבית קומות,2,ראשונה,1960,"23,250 ₪",4
דגניה 73,40.32,21/09/2014,"450,000 ₪",11567-547-10,דירה בבית קומות,2,ראשונה,1960,"23,250 ₪",4
דגניה 73,40.32,05/01/2004,"175,000 ₪",11567-547-10,דירה בבית קומות,2,ראשונה,1960,"23,250 ₪",4
"מח""ל 3",59.11,18/10/2021,"650,000 ₪",11567-637-16,דירה בבית קומות,3,רביעית,1960,"11,017 ₪",4
"מח""ל 3",59.11,09/03/2015,"560,000 ₪",11567-637-16,דירה בבית קומות,3,רביעית,1960,"11,017 ₪",4
בן ציון ישראלי 46,73,14/10/2021,"2,200,000 ₪",11567-233-2,דירה בבית קומות,4,ראשונה,1950,"30,137 ₪",1
הארזים 5,50,13/10/2021,"800,000 ₪",11571-128-2,דירה בבית קומות,2,שניה,1960,"16,000 ₪",2
ורבורג 13,52.8,12/10/2021,"675,000 ₪",11572-214-5,דירה בבית קומות,3,שלישית,1960,"12,981 ₪",4
ורבורג 13,52.8,מחיר,1,11572-214-5,דירה בבית קומות,3,שלישית,1960,"12,981 ₪",4
ורבורג 13,52.8,37%,"249,750 ₪",11572-214-5,דירה בבית קומות,3,שלישית,1960,"12,981 ₪",4
ורבורג 13,52.8,2,62%,11572-214-5,דירה בבית קומות,3,שלישית,1960,"12,981 ₪",4
ורבורג 13,52.8,"418,500 ₪","675,000 ₪",11572-214-5,דירה בבית קומות,3,שלישית,1960,"12,981 ₪",4
דגניה 47,52.72,12/10/2021,"750,000 ₪",11567-560-5,דירה בבית קומות,3,שלישית,1960,"14,423 ₪",4
דגניה 47,52.72,26/06/2012,"400,000 ₪",11567-560-5,דירה בבית קומות,3,שלישית,1960,"14,423 ₪",4
בית אלפא 3,80,11/10/2021,"1,100,000 ₪",11567-527-3,דירה בבית קומות,3,ראשונה,1950,"13,750 ₪",2
דגניה 35,45,11/10/2021,"600,000 ₪",11567-568-2,דירה בבית קומות,3,קרקע,1960,"13,333 ₪",1
"מח""ל 13",49,11/10/2021,"700,000 ₪",11567-620-12,דירה בבית קומות,3,שניה,1960,"14,286 ₪",4
"מח""ל 13",49,20/07/2008,"235,000 ₪",11567-620-12,דירה בבית קומות,3,שניה,1960,"14,286 ₪",4
"מח""ל 13",49,09/10/2003,"294,000 ₪",11567-620-12,דירה בבית קומות,3,שניה,1960,"14,286 ₪",4
דגניה 19,36,10/10/2021,"630,000 ₪",11571-144-4,דירה בבית קומות,2,ראשונה,1960,"17,500 ₪",1
דגניה 7,42.79,10/10/2021,"500,000 ₪",11571-154-6,דירה בבית קומות,3,שניה,1960,"11,905 ₪",4
דגניה 7,42.79,02/08/2009,"200,000 ₪",11571-154-6,דירה בבית קומות,3,שניה,1960,"11,905 ₪",4
דגניה 7,42.79,24/06/2008,"151,000 ₪",11571-154-6,דירה בבית קומות,3,שניה,1960,"11,905 ₪",4
חפצי בה 24,100,06/10/2021,"1,350,000 ₪",11567-94-3,דירה בבית קומות,4,ראשונה,1960,"13,500 ₪",1
שאר ישוב 25,94,04/10/2021,"810,000 ₪",11567-74-3,דירה בבית קומות,4,ראשונה,1950,"8,617 ₪",1
בן ציון ישראלי 11,85,19/09/2021,"1,660,000 ₪",11567-62-2,דירה בבית קומות,4,ראשונה,1940,"19,529 ₪",1
שדה בוקר 31,61.64,15/09/2021,"838,000 ₪",11567-655-24,דירה בבית קומות,3,רביעית,1970,"13,595 ₪",4
"מח""ל 7",43.4,14/09/2021,"630,000 ₪",11567-639-8,דירה בבית קומות,3,רביעית,1960,"14,651 ₪",4
"מח""ל 7",43.4,13/07/2017,"575,000 ₪",11567-639-8,דירה בבית קומות,3,רביעית,1960,"14,651 ₪",4
"מח""ל 7",43.4,23/10/2009,"230,000 ₪",11567-639-8,דירה בבית קומות,3,רביעית,1960,"14,651 ₪",4
מרק אביר 22,130,09/09/2021,"1,300,000 ₪",11572-10-3,דירה בבית קומות,4,ראשונה,1950,"10,000 ₪",1
הארזים 44,36,01/09/2021,"880,000 ₪",11571-40-3,דירה בבית קומות,3,קרקע,1960,"24,444 ₪",4
הארזים 44,36,09/12/2002,"398,000 ₪",11571-40-3,דירה בבית קומות,3,קרקע,1960,"24,444 ₪",4
הארזים 44,36,01/09/2021,חלק נמכר,11571-40-3,דירה בבית קומות,3,קרקע,1960,"24,444 ₪",4
הארזים 44,36,מחיר,1,11571-40-3,דירה בבית קומות,3,קרקע,1960,"24,444 ₪",4
הארזים 44,36,33%,"290,400 ₪",11571-40-3,דירה בבית קומות,3,קרקע,1960,"24,444 ₪",4
הארזים 44,36,2,33%,11571-40-3,דירה בבית קומות,3,קרקע,1960,"24,444 ₪",4
הארזים 44,36,"290,400 ₪",3,11571-40-3,דירה בבית קומות,3,קרקע,1960,"24,444 ₪",4
דגניה 7,42.79,01/09/2021,"607,000 ₪",11571-154-10,דירה בבית קומות,3,שלישית,1960,"14,452 ₪",4
דגניה 7,42.79,12/08/2018,"588,000 ₪",11571-154-10,דירה בבית קומות,3,שלישית,1960,"14,452 ₪",4
דגניה 7,42.79,11/07/2013,"460,000 ₪",11571-154-10,דירה בבית קומות,3,שלישית,1960,"14,452 ₪",4
דגניה 7,42.79,30/11/2009,"200,000 ₪",11571-154-10,דירה בבית קומות,3,שלישית,1960,"14,452 ₪",4
